Name,Address 1,Address 2,Town/City,County,Postcode,Phone number,CQC Provider ID (for office use only),CQC Location ID (for office use only),Website,Local authority,Region,Report publication date,URL,Also known as,Specialisms/services,Service types,Provider name
"Kishan Patel, Jinesh Vaghela, Jiten Vaghela",Harrow Smile Clinic,99 High Street,Harrow,Middlesex,HA3 5DL,07957144084,1-540448959,,,Harrow,London,,https://www.cqc.org.uk/provider/1-540448959,,"Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Kishan Patel, Jinesh Vaghela, Jiten Vaghela"
"Kranthi Nasani, Tulasi Nasani, Steven Orme, Scott Martin",748 Liverpool Road,,Southport,,PR8 3QF,07709996878,1-22154717615,,,Sefton,North West,,https://www.cqc.org.uk/provider/1-22154717615,Ainsdale Dental Practice,"Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Kranthi Nasani, Tulasi Nasani, Steven Orme, Scott Martin"
"Kube Medical, Swindon",Unit 6,"Darby Close, Cheney Manor Industrial Estate",Swindon,Wiltshire,SN2 2PN,01793205345,1-15828655515,1-18442989896,https://www.kubemedical.co.uk,Swindon,South West,,https://www.cqc.org.uk/location/1-18442989896,,Services for everyone,Diagnosis/screening,Kube Medical Limited
"L8/A, Bletchley Business Campus",1-9 Barton Road,Bletchley,Milton Keynes,,MK2 3HU,07539299003,1-13654433344,1-13934987793,https://www.cariscare.co.uk,Milton Keynes,South East,,https://www.cqc.org.uk/location/1-13934987793,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Caris Care Solutions Ltd
"Laboratory Building,",Ashurst Lodge,"Lyndhurst Road, Ashurst",Southampton,,SO40 7AA,02380243588,1-2274376461,1-15055897881,https://www.acutemedltd.com,Hampshire,South East,,https://www.cqc.org.uk/location/1-15055897881,,Services for everyone,Ambulances,A-Cute Medical Event Services Limited
"Learning Disabilities & Autism, Bespoke Health & Social Care",George Curl Way,Eastleigh,Southampton,,SO18 2RZ,01158572928,1-332204688,1-11141431249,,Hampshire,South East,2023-01-12T00:00:00Z,https://www.cqc.org.uk/location/1-11141431249,,"Caring for children (0 - 18yrs),Sensory impairments,Caring for adults under 65 yrs,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Bespoke Health & Social Care Ltd
"LifeCome Care, London",128B Brixton Hill,,London,,SW2 1RS,02033937048,1-321979198,1-4812092171,https://www.lifecomecare.co.uk,Lambeth,London,2023-02-11T00:00:00Z,https://www.cqc.org.uk/location/1-4812092171,,"Sensory impairments,Services for everyone,Dementia,Learning disabilities,Mental health conditions,Physical disabilities",Homecare agencies,Lifecome Care Limited
"Light Bulb Bespoke Care, Family Support & Consulting Services Ltd","Office 3, The Lofts","Mill Yard, Mill Street",Bedford,,MK40 3HD,01234355273,1-6609243957,,https://www.lightbulbbespoke.org,Bedford,East,,https://www.cqc.org.uk/provider/1-6609243957,"LBB Care, Family Support & Consulting Services Ltd",Personal care,Organisation,"Light Bulb Bespoke Care, Family Support & Consulting Services Ltd"
"Lillyfields Care, Petersfield",Swiss House,43-45 Chapel Street,Petersfield,,GU32 3DY,01730233500,1-7052493094,1-7345310569,https://www.lillyfieldscare.co.uk,Hampshire,South East,2022-03-24T00:00:00Z,https://www.cqc.org.uk/location/1-7345310569,,"Sensory impairments,Caring for adults under 65 yrs,Dementia,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Lillyfields Care Ltd
"Lilyrose Care Group Ltd, Cambridge","Suite B, 90/91 High Street",,Huntingdon,,PE29 3DP,07760302903,1-2585818590,1-6128345020,https://www.lilyrosecaregroup.co.uk,Cambridgeshire,East,2022-07-15T00:00:00Z,https://www.cqc.org.uk/location/1-6128345020,,"Sensory impairments,Caring for adults under 65 yrs,Dementia,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Lilyrose Care Group Limited
"Little Way Periodontics, Specialist Dental Practice",65 Castle Boulevard,,Nottingham,,NG7 1FD,07742908841,1-5619202924,1-5700061083,https://www.littlewayperiodontics.co.uk,Nottingham,East Midlands,,https://www.cqc.org.uk/location/1-5700061083,,Services for everyone,Dentist,Wise Dental Limited
"Local Solutions Knowsley,Sefton & St Helens Homecare",105 A Cherryfield Drive,Kirby,Liverpool,,L32 8SA,01513189178,1-101640615,1-6279444039,https://www.localsolutions.org.uk,Knowsley,North West,2020-04-04T00:00:00Z,https://www.cqc.org.uk/location/1-6279444039,,"Sensory impairments,Dementia,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Local Solutions
"London Borough of Hackney, Housing with Care",Hackney Service Centre,"1 Hillman Street, Hackney",London,,E8 1DY,02083564864,1-101615460,1-136277108,https://www.hackney.gov.uk,Hackney,London,2025-03-06T15:34:45Z,https://www.cqc.org.uk/location/1-136277108,,"Sensory impairments,Dementia,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Substance misuse problems,Physical disabilities","Homecare agencies,Supported living",London Borough of Hackney
"Lotus Home Care, Manchester",82 King Street,,Manchester,Lancashire,M2 4WQ,01615630936,1-2253511234,1-20632712352,https://www.lotushomecare.co.uk,Manchester,North West,,https://www.cqc.org.uk/location/1-20632712352,,"Sensory impairments,Services for everyone,Dementia,Physical disabilities",Homecare agencies,Lotus Home Care Limited
"Lotus Home Care, Rotherham",Manvers & Silkstone House,"Pioneer Close, Wath Upon Dearne",Rotherham,South Yorkshire,S63 7JZ,01709242777,1-2253511234,1-3518093764,https://www.lotushomecare.co.uk,Rotherham,Yorkshire & Humberside,2023-08-05T00:00:00Z,https://www.cqc.org.uk/location/1-3518093764,,"Caring for children (0 - 18yrs),Sensory impairments,Services for everyone,Caring for adults under 65 yrs,Dementia,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Lotus Home Care Limited
"M R Lechki, J N Shah, A S Desai & A S Thakor",518 Welford Road,,Leicester,,LE2 6EN,,1-2819927637,,https://www.queensroad-dental.co.uk,Leicester,East Midlands,,https://www.cqc.org.uk/provider/1-2819927637,Queens Road Dental Care Partnership,"Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"M R Lechki, J N Shah, A S Desai & A S Thakor"
"MEDfacials, Kent House",Kent House,St. Clement Street,Truro,,TR1 1EQ,07886250647,1-7683851035,1-9366713666,https://www.medfacials.com,Cornwall,South West,,https://www.cqc.org.uk/location/1-9366713666,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs","Doctors/GPs,Doctors/GPs",The Wellbeing Company Cornwall Ltd
"Maidstone, Kent",17 Saltwood Road,,Maidstone,,ME15 6UY,07876733136,1-15076234656,1-16309567410,https://www.eclhealthcare.co.uk,Kent,South East,,https://www.cqc.org.uk/location/1-16309567410,,"Caring for children (0 - 18yrs),Caring for adults under 65 yrs,Dementia,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,ECL Healthcare Limited
"Malling PCN Ltd, Larkfield Health Centre",Martin Square,Larkfield,Aylesford,,ME20 6QJ,,1-22161687318,1-24193368847,,Kent,South East,,https://www.cqc.org.uk/location/1-24193368847,,Services for everyone,"Community services - Healthcare,Doctors/GPs,Doctors/GPs",Malling PCN Ltd
"Malling PCN, Avicenna Medical Centre",Oxley Shaw Lane,Leybourne,West Malling,,ME19 5PU,,1-22161687318,1-24193368888,,Kent,South East,,https://www.cqc.org.uk/location/1-24193368888,,Services for everyone,"Community services - Healthcare,Doctors/GPs,Doctors/GPs",Malling PCN Ltd
"Management HQ, Headway Worcester Trust",The Mill,Gregory's Mill Street,Worcester,Worcestershire,WR3 8BA,01905729729,1-319708679,1-359238177,https://www.headwayworcestertrust.com,Worcestershire,West Midlands,2019-04-24T00:00:00Z,https://www.cqc.org.uk/location/1-359238177,,Physical disabilities,"Homecare agencies,Supported living",Headway Worcestershire
"Manchester, Trafford, Stockport Boroughs",17 Lockhart Close,,Manchester,,M12 4JY,07990670808,1-14354665123,1-14880489922,https://www.fourpinescareltd.co.uk,Manchester,North West,,https://www.cqc.org.uk/location/1-14880489922,Greater Manchester,"Caring for adults under 65 yrs,Dementia,Caring for adults over 65 yrs,Physical disabilities",Homecare agencies,Four Pines Care Ltd
"Manu Singal, Komal Singal",68 Bank Street,,Ossett,West Yorkshire,WF5 8NW,07944340905,1-21364297359,,,Wakefield,Yorkshire & Humberside,,https://www.cqc.org.uk/provider/1-21364297359,Wesley Dental Care,"Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Manu Singal, Komal Singal"
"Marcin Kazmierczak, Anna Kazmierczak and Tomasz Mazgaj",42 High Street,,Ventnor,Isle Of Wight,PO38 1RZ,01983852189,1-1846679575,,https://www.wightdentalcare.co.uk,Isle of Wight,South East,,https://www.cqc.org.uk/provider/1-1846679575,Island Dental Care,"Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Marcin Kazmierczak, Anna Kazmierczak and Tomasz Mazgaj"
"Marie Curie, Hospice Community Services, London Region",One Embassy Gardens,8 Viaduct Gardens,London,,SW11 7BW,02075997777,1-102643321,1-19897906825,,Wandsworth,London,2017-03-11T00:00:00Z,https://www.cqc.org.uk/location/1-19897906825,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs",Hospice,Marie Curie
"Mark Eddleston, Vinit Khanna and Andrew Rees",1 Welsh Row,,Nantwich,Cheshire,CW5 5ED,01270610029,1-6809558085,,,Cheshire East,North West,,https://www.cqc.org.uk/provider/1-6809558085,Riverside Dental,"Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Mark Eddleston, Vinit Khanna and Andrew Rees"
"Mark Stewart, Aidan King and Phillip Irish",95 Pinhoe Road,,Exeter,Devon,EX4 7HU,01392273472,1-14909320317,,,Devon,South West,,https://www.cqc.org.uk/provider/1-14909320317,,"Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Mark Stewart, Aidan King and Phillip Irish"
"Medical Centre, GB Taekwondo","Gb Taekwondo, National Taekwondo Centre",Ten Acres Lane,Manchester,,M40 2SP,07909964645,1-6187823113,1-6638311412,,Manchester,North West,2021-07-13T00:00:00Z,https://www.cqc.org.uk/location/1-6638311412,,"Caring for children (0 - 18yrs),Caring for adults under 65 yrs","Doctors/GPs,Doctors/GPs",Sport Taekwondo UK Limited
"Medineeds, Health & Wellness",3 Bridge Street,,Taunton,,TA1 1TG,01823277755,1-14245119311,1-15217185639,https://www.medineds.co.uk,Somerset,South West,,https://www.cqc.org.uk/location/1-15217185639,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs","Doctors/GPs,Doctors/GPs",Medineeds UK Ltd
"Medinova Healthcare Ltd,",B2-14 Vista Centre,50 Salisbury Road,Hounslow,,TW4 6JQ,02035398638,1-11717759148,1-12568187321,https://www.medinovahealthcare.co.uk/,Hounslow,London,2024-12-06T09:51:02Z,https://www.cqc.org.uk/location/1-12568187321,,"Caring for adults under 65 yrs,Caring for adults over 65 yrs",Homecare agencies,Medinova Healthcare Ltd
"Melrose Surgery, Reading",73 London Road,,Reading,Berkshire,RG1 5BS,01189595200,1-3040966246,1-3237330184,https://www.drdean.co.uk,Reading,South East,2024-05-07T08:04:45Z,https://www.cqc.org.uk/location/1-3237330184,Melrose Surgery,Services for everyone,"Doctors/GPs,Doctors/GPs",Melrose Surgery
"Mental Health Unit, Lincoln County Hospital Site",Greetwell Road,,Lincoln,Lincolnshire,LN2 5QY,01522573553,RP7,RP7EV,https://www.lpft.nhs.uk,Lincolnshire,East Midlands,2013-06-29T00:00:00Z,https://www.cqc.org.uk/location/RP7EV,,"Caring for children (0 - 18yrs),Caring for adults under 65 yrs,Mental health conditions,Caring for adults over 65 yrs,Caring for people whose rights are restricted under the Mental Health Act",Hospitals - Mental health/capacity,Lincolnshire Partnership NHS Foundation Trust
"Milne, Spencer & Harris. Dental Surgeons LLP",105 Station Lane,Featherstone,Pontefract,West Yorkshire,WF7 5BA,01977791754,1-153009539,,,Wakefield,Yorkshire & Humberside,,https://www.cqc.org.uk/provider/1-153009539,,"Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Organisation,"Milne, Spencer & Harris. Dental Surgeons LLP"
"Montagu Hospital, Mexborough",Adwick Road,,Mexborough,South Yorkshire,S64 0AZ,01709585171,RP5,RP5MM,https://www.dbh.nhs.uk,Doncaster,Yorkshire & Humberside,2024-03-28T00:00:00Z,https://www.cqc.org.uk/location/RP5MM,,Services for everyone,Hospital,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust
"Moore Care (Registered) Limited, 4 Manchester Road",4 Manchester Road,,Buxton,Derbyshire,SK17 6SB,0129824566,1-131468864,1-145578282,https://www.moorecare.co.uk,Derbyshire,East Midlands,2023-11-24T00:00:00Z,https://www.cqc.org.uk/location/1-145578282,,"Sensory impairments,Caring for adults under 65 yrs,Dementia,Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities",Residential homes,Moore Care (Registered) Limited
"Moore Care (Registered) Limited, Beechmoore",29 Manchester Road,,Buxton,,SK17 6TD,0129824566,1-131468864,1-963726019,https://www.moorecare.co.uk,Derbyshire,East Midlands,2019-03-06T00:00:00Z,https://www.cqc.org.uk/location/1-963726019,,"Caring for adults under 65 yrs,Learning disabilities,Caring for adults over 65 yrs",Residential homes,Moore Care (Registered) Limited
"Moore Care (Registered) Limited, Woodsmoore",31 Manchester Road,,Buxton,Derbyshire,SK17 6TD,,1-131468864,1-398739922,https://www.moorecare.co.uk,Derbyshire,East Midlands,2019-02-22T00:00:00Z,https://www.cqc.org.uk/location/1-398739922,,"Learning disabilities,Mental health conditions,Caring for adults over 65 yrs,Physical disabilities",Residential homes,Moore Care (Registered) Limited
"Mr A J Small, Mrs M N Mobbs, Miss A Russell Small and Mr R Mobbs",The Old Roselyon Manor Nursing Home,St. Blazey,Par,Cornwall,PL24 2LN,01726814189,1-131464325,,https://www.oldroselyon.co.uk,Cornwall,South West,,https://www.cqc.org.uk/provider/1-131464325,,"Personal care,Accommodation for persons who require nursing or personal care,Treatment of disease, disorder or injury",Partnership,"Mr A J Small, Mrs M N Mobbs, Miss A Russell Small and Mr R Mobbs"
"Mr Dhanus Dharry Ramdharry, Mrs Sooba Devi Mootyen, Mr Dhanraz Danny Ramdharry",106 Hawshaw Lane,Hoyland,Barnsley,South Yorkshire,S74 0HH,01226742977,1-888966627,,https://www.woodlandslodgecarehome.co.uk,Barnsley,Yorkshire & Humberside,,https://www.cqc.org.uk/provider/1-888966627,Woodlands Lodge Care Home,Accommodation for persons who require nursing or personal care,Partnership,"Mr Dhanus Dharry Ramdharry, Mrs Sooba Devi Mootyen, Mr Dhanraz Danny Ramdharry"
"Mr M Ali, Mr T Hussain, Mr M Fiaz",91 Roseberry Avenue,Bell Green,Coventry,West Midlands,CV2 1NB,02476688579,1-20189624308,,,Coventry,West Midlands,,https://www.cqc.org.uk/provider/1-20189624308,,"Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Mr M Ali, Mr T Hussain, Mr M Fiaz"
"Mr R D Kidy, Ms S S Kidy and Miss Z R Kidy",22 Lower Leicester Road,,Lutterworth,Leicestershire,LE17 4NG,01455552333,1-10730899575,,,Leicestershire,East Midlands,,https://www.cqc.org.uk/provider/1-10730899575,,"Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Mr R D Kidy, Ms S S Kidy and Miss Z R Kidy"
"Mr Robert Young, Mrs Frances Watkins, Mrs Hawys Young",Green Dental,25 Main Street,Milnthorpe,Cumbria,LA7 7PP,01539563685,1-1086808722,,,Westmorland and Furness,North West,,https://www.cqc.org.uk/provider/1-1086808722,Green Dental (formerly The Square Dental Practice),"Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Mr Robert Young, Mrs Frances Watkins, Mrs Hawys Young"
"Mrs Archana Sabhlok Godara, Mr Ashish Godara",11 Chelsea Road,,Bath,,BA1 3DU,01225461799,1-6302216110,,,Bath and North East Somerset,South West,,https://www.cqc.org.uk/provider/1-6302216110,,"Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Mrs Archana Sabhlok Godara, Mr Ashish Godara"
"Mrs Nausheen Siddiqui, Mr. Richard Skeggs and Mr. Ajay Patel",26 Regent Street,,Nottingham,Nottinghamshire,NG1 5BQ,01159484288,1-12046361599,,,Nottingham,East Midlands,,https://www.cqc.org.uk/provider/1-12046361599,Pure Orthodontics,"Treatment of disease, disorder or injury,Surgical procedures,Diagnostic and screening procedures",Partnership,"Mrs Nausheen Siddiqui, Mr. Richard Skeggs and Mr. Ajay Patel"
"Mrs Z Stacey, Mr M Stacey, Mr & Mrs P M Coggins",Elm Tree House,4 Kilkenny Avenue,Taunton,Somerset,TA2 7PJ,01823322408,1-1675198596,,,Somerset,South West,,https://www.cqc.org.uk/provider/1-1675198596,,Accommodation for persons who require nursing or personal care,Partnership,"Mrs Z Stacey, Mr M Stacey, Mr & Mrs P M Coggins"
"Ms L June Haydon, Mr Colin Haydon & Mrs Natalie Haydon",21 Crescent East,,Barnet,Hertfordshire,EN4 0EY,02084496381,1-101623757,,https://www.greentreescarehome.co.uk,Enfield,London,,https://www.cqc.org.uk/provider/1-101623757,,Accommodation for persons who require nursing or personal care,Partnership,"Ms L June Haydon, Mr Colin Haydon & Mrs Natalie Haydon"
